AplicacionID,ClaveAplicacion,NumLinea,Referencia,ObjetoBDID,Objeto,TipoObjetoID,TipoObjeto,BaseDatosID,BaseDatos,Archivo,Extension,BibPadre,ObjPadre
"0","6","690","Caption         =   XX) Descripci�n del Plan:","441","XX","1","USER_TABLE","1","COFINI","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","690","Caption         =   XX) Descripci�n del Plan:","2480","XX","1","USER_TABLE","3","PRES2019","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","900","Caption         =   X) &Nivel de decisi�n del Riesgo:","440","X","1","USER_TABLE","1","COFINI","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1520","Caption         =   Efectos del Riesgo (Resultados o Consecuencias):","349","RESULTADOS","1","USER_TABLE","1","COFINI","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1766","strSQL = select count(*) regs_A12 from ro_anexo12 where keyfactor = ' & LSKeyFactor & '","2944","RO_ANEXO12","1","USER_TABLE","6","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1788","SQLSTR = CALL IDR_DEL_INVFACTOR (","2880","IDR_DEL_INVFACTOR","2","SQL_STORED_PROCEDURE","6","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1831","strSQL = select keyriesgo, sum(num_factores) NumFactores, sum(regs_a12) Regs_A12, sum(regs_2811) Regs_2811 from GIRO_VStatsKeyRiesgo where KEYRIESGO = ' & LSKeyRiesgo & ' group by KEYRIESGO","2940","GIRO_VSTATSKEYRIESGO","5","VIEW","6","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1847","SMsgError 0, No se puede eliminar el riesgo  & txtdato(23) &   & Trim(Left(txtdato(3), 100)) & ... debido a que tiene:  & Chr(13) & snpData!NumFactores &  factores asociados & Chr(13) & snpData!regs_A12 &  registros en el Anexo 12-A. & Chr(13) & snpData!regs_2811 &  eventos al reporte R28 A-2811 de la CNBV. & Chr(13) & Verirfique e intente nuevamente","348","REPORTE","1","USER_TABLE","1","COFINI","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1853","SQLSTR = CALL IDR_DEL_INVRIESGO (","2876","IDR_DEL_INVRIESGO","2","SQL_STORED_PROCEDURE","6","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
"0","6","1991","strSQL = Select nvl(max(idriesgo),0) MaxIdRiesgo, nvl(max(idriesgo),0)+1 NextId, count(*) iguales from IDR_INV_RIESGO IR & _","2862","IDR_INV_RIESGO","1","USER_TABLE","6","RIESGOS","C:\Users\monica.moreno\Documents\Codigos_base_Herramienta\HerramientaAD-master\DependenciaMVC5demo\codigoUnzip\10219-1-6_04092019113232\GIRO\FGIRO001.frm","FRM","FGIRO001","FGIRO001"
